User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
1017,4,Mastercard,Debit,5143782902956271,10/2023,803,YES,1,1017,12/2009,2009,No
1017,5,Mastercard,Debit,5358748385757375,11/2020,637,YES,2,1017,05/2005,2005,No
1017,6,Mastercard,Debit,5457892332691018,06/2023,949,NO,1,1017,10/2008,2010,No
1018,0,Mastercard,Debit (Prepaid),5525601416941014,11/2023,154,YES,1,1018,10/2004,2014,No
1019,0,Amex,Credit,302324154583308,07/2023,777,YES,1,1019,05/2002,2019,No
1019,1,Mastercard,Debit,5977051342540190,06/2023,806,YES,2,1019,11/2011,2012,No
1019,2,Mastercard,Debit,5884636845919714,07/2018,425,YES,2,1019,10/2004,2011,No
1019,3,Visa,Debit (Prepaid),4086369836640262,11/2022,257,YES,2,1019,07/2010,2014,No
1019,4,Mastercard,Debit,5940949386888214,01/2019,618,YES,2,1019,02/2000,2017,No
1020,0,Mastercard,Credit,5891980090129648,05/2024,843,YES,1,1020,06/2008,2011,No
1020,1,Mastercard,Debit,5805477288229197,02/2020,832,YES,2,1020,05/2007,2017,No
1020,2,Amex,Credit,358240905315315,04/2023,544,YES,1,1020,07/2012,2012,No
1020,3,Amex,Credit,354505344407390,04/2020,793,YES,1,1020,06/2007,2008,No
1021,0,Discover,Credit,6910816000642923,03/2020,845,YES,2,1021,03/2001,2004,No
1021,1,Mastercard,Debit,5031093004521446,07/2023,834,NO,1,1021,06/2011,2013,No
1022,0,Amex,Credit,387423675573298,06/2021,864,YES,1,1022,02/2020,2020,No
1023,0,Mastercard,Debit,5392581536940682,04/2020,63,YES,1,1023,08/2019,2019,No
1024,0,Visa,Debit,4062156976910800,10/2024,305,NO,2,1024,06/2004,2013,No
1024,1,Mastercard,Debit,5419592121545154,01/2022,42,YES,2,1024,02/2009,2015,No
1025,0,Mastercard,Debit,5235277792486600,11/2017,314,YES,1,1025,08/2013,2013,No
1025,1,Mastercard,Debit,5526616116382741,10/2021,600,YES,1,1025,06/2005,2010,No
1025,2,Mastercard,Debit,5071372204646552,11/2021,958,NO,1,1025,07/2017,2017,No
1025,3,Mastercard,Debit,5313636141539714,06/2024,212,NO,1,1025,07/2004,2008,No
1025,4,Visa,Debit,4631337182936138,03/2024,847,YES,2,1025,08/2010,2012,No
1026,0,Visa,Credit,4142865741084776,08/2020,302,YES,1,1026,01/2007,2007,No
1026,1,Mastercard,Debit,5823085266965025,10/2021,876,YES,2,1026,03/2008,2008,No
1026,2,Mastercard,Debit,5708920987862167,09/2021,17,YES,2,1026,06/2016,2016,No
1027,0,Amex,Credit,330378740053511,06/2020,959,YES,1,1027,01/2020,2020,No
1028,0,Visa,Credit,4260552166292092,06/2022,384,YES,1,1028,02/2014,2014,No
1029,0,Mastercard,Debit,5873966669352213,09/2024,809,YES,2,1029,01/2008,2013,No
1029,1,Mastercard,Debit,5229231041808987,11/2009,670,YES,2,1029,09/2009,2009,No
1029,2,Visa,Debit,4324205574305224,10/2022,92,YES,2,1029,03/2003,2003,No
1029,3,Mastercard,Debit,5081900353730451,11/2020,533,YES,1,1029,12/2008,2017,No
1030,0,Mastercard,Debit,5203247586217393,09/2021,503,YES,1,1030,04/2002,2007,No
1030,1,Mastercard,Debit,5410528927271572,01/2020,651,YES,1,1030,11/2012,2012,No
1030,2,Mastercard,Debit,5892723462268595,05/2024,355,YES,1,1030,08/2018,2018,No
1030,3,Mastercard,Debit,5896330225827400,08/2024,851,NO,2,1030,08/2014,2014,No
1030,4,Mastercard,Debit,5342464568793113,02/2020,260,YES,1,1030,02/2020,2020,No
1031,0,Mastercard,Credit,5632468453747633,06/2024,296,YES,2,1031,11/2007,2010,No
1031,1,Mastercard,Debit,5754434443697253,11/2022,789,YES,1,1031,06/2016,2016,No
1032,0,Visa,Debit,4639713693974383,02/2023,69,YES,2,1032,01/2005,2009,No
1032,1,Visa,Debit,4025137324225957,11/2024,653,YES,2,1032,11/2001,2011,No
1032,2,Visa,Debit (Prepaid),4595382752542331,08/2023,475,YES,2,1032,03/2009,2013,No
1032,3,Mastercard,Debit (Prepaid),5680583752844424,02/2022,504,YES,2,1032,11/2009,2009,No
1032,4,Visa,Credit,4944959860713657,07/2022,21,YES,2,1032,01/2013,2013,No
1032,5,Mastercard,Credit,5925756786369213,06/2010,556,NO,1,1032,06/2005,2009,No
1033,0,Visa,Credit,4225059111399176,06/2021,829,YES,2,1033,05/2008,2013,No
1033,1,Mastercard,Debit,5515747009144505,01/2024,306,YES,2,1033,01/2005,2009,No
1033,2,Mastercard,Debit,5764133440846689,07/2024,480,YES,2,1033,02/2020,2020,No
1033,3,Visa,Debit (Prepaid),4203776062748208,03/2022,193,YES,2,1033,03/2006,2013,No
1034,0,Mastercard,Debit,5480998753252900,07/2021,110,YES,1,1034,10/2019,2019,No
1034,1,Visa,Credit,4748763826906132,05/2017,478,NO,2,1034,09/2006,2010,No
1034,2,Mastercard,Credit,5274567500521135,11/2010,89,YES,1,1034,11/2010,2010,No
1034,3,Mastercard,Debit,5100254410135496,10/2023,723,YES,1,1034,11/2012,2012,No
1035,0,Mastercard,Debit,5233470858754888,08/2024,870,YES,1,1035,09/2007,2018,No
1036,0,Mastercard,Debit,5634720557033736,02/2021,644,YES,1,1036,02/2020,2020,No
1036,1,Visa,Debit,4288163100200556,10/2023,765,NO,1,1036,07/2008,2008,No
1036,2,Mastercard,Debit,5648047323588801,11/2024,470,YES,1,1036,04/2012,2012,No
1036,3,Mastercard,Credit,5628686337388309,03/2010,842,YES,2,1036,04/2005,2011,No
1036,4,Mastercard,Debit (Prepaid),5293099993474749,06/2009,140,YES,2,1036,10/2001,2010,No
1036,5,Mastercard,Debit,5584427717587374,05/2023,957,NO,2,1036,08/2007,2010,No
1036,6,Mastercard,Debit (Prepaid),5276972829621865,05/2022,803,YES,2,1036,11/2010,2015,No
1036,7,Mastercard,Debit,5562768142811109,10/2024,267,YES,2,1036,01/2003,2012,No
1037,0,Mastercard,Credit,5195862758999591,12/2021,426,YES,2,1037,01/2020,2020,No
1037,1,Mastercard,Debit,5180139423244093,07/2022,633,YES,2,1037,02/2010,2011,No
1038,0,Mastercard,Debit,5647392545129328,05/2021,236,YES,2,1038,12/2009,2011,No
1038,1,Visa,Debit,4543221446829326,08/2023,587,YES,1,1038,11/2002,2010,No
1038,2,Mastercard,Debit,5848203145087847,05/2021,597,YES,1,1038,03/2013,2013,No
1038,3,Visa,Credit,4681503612415898,02/2014,86,YES,2,1038,09/2008,2010,No
1039,0,Mastercard,Debit,5620673787409550,07/2021,842,YES,1,1039,08/2018,2018,No
1039,1,Mastercard,Debit,5849371224627148,07/2020,636,YES,2,1039,10/2013,2013,No
1039,2,Mastercard,Credit,5981150339766533,09/2023,601,YES,1,1039,02/2020,2020,No
1039,3,Mastercard,Debit,5656999344150658,10/2024,761,YES,2,1039,01/2009,2011,No
1039,4,Mastercard,Debit (Prepaid),5964863053217701,02/2024,287,YES,1,1039,02/2007,2012,No
1040,0,Discover,Credit,6932682320710660,08/2023,294,YES,2,1040,03/2009,2017,No
1040,1,Mastercard,Debit,5839391622959364,10/2020,985,YES,2,1040,12/2008,2012,No
1040,2,Mastercard,Credit,5451139349544228,08/2019,832,NO,2,1040,02/2011,2011,No
1041,0,Mastercard,Debit,5893992585377552,04/2022,46,NO,1,1041,03/2010,2012,No
1041,1,Amex,Credit,344769057601771,06/2016,588,YES,2,1041,05/2009,2011,No
1041,2,Mastercard,Debit,5475273052994397,02/2024,101,YES,1,1041,09/2016,2016,No
1041,3,Mastercard,Debit,5682219058474739,05/2018,67,YES,2,1041,07/2014,2014,No
1041,4,Amex,Credit,335960480212340,01/2021,29,YES,1,1041,06/2008,2013,No
1042,0,Mastercard,Debit,5734847771716584,07/2020,423,YES,1,1042,01/2020,2020,No
1042,1,Mastercard,Debit,5018191731735773,02/2024,889,YES,1,1042,05/2011,2011,No
1042,2,Visa,Debit,4764927598078199,12/2016,254,YES,1,1042,11/2009,2009,No
1043,0,Visa,Credit,4821644277167168,03/2020,978,NO,2,1043,01/2020,2020,No
1043,1,Mastercard,Debit (Prepaid),5332123291595768,05/2019,494,YES,1,1043,04/2008,2009,No
1043,2,Mastercard,Debit,5981206880089611,02/2020,421,YES,1,1043,02/2019,2019,No
1044,0,Discover,Credit,6880652319415117,08/2022,218,YES,2,1044,05/2009,2010,No
1044,1,Mastercard,Debit,5603221270332940,06/2016,316,YES,1,1044,03/2012,2012,No
1045,0,Mastercard,Debit,5101090738920824,07/2021,325,YES,1,1045,09/2010,2014,No
1046,0,Visa,Debit,4641287909590417,09/2020,819,YES,1,1046,02/2020,2020,No
1046,1,Amex,Credit,324659664188559,04/2024,330,NO,2,1046,02/2020,2020,No
1047,0,Mastercard,Debit,5900286231363635,12/2021,172,YES,1,1047,12/2009,2011,No
1047,1,Visa,Debit,4993861165139696,10/2009,663,YES,1,1047,08/2009,2011,No
1047,2,Visa,Credit,4355832454848293,08/2020,490,YES,3,1047,05/2009,2011,No
1047,3,Visa,Credit,4746650219933871,09/2022,32,YES,2,1047,02/2020,2020,No
1048,0,Visa,Debit,4954234286771971,09/2022,1,YES,2,1048,02/2020,2020,No
1048,1,Mastercard,Debit,5149907991090612,09/2021,275,YES,1,1048,01/2020,2020,No
1049,0,Visa,Debit,4636302289774996,09/2014,898,YES,1,1049,09/2004,2010,No
1049,1,Mastercard,Credit,5703235867357528,02/2023,825,YES,2,1049,05/2003,2016,No
1049,2,Amex,Credit,365377878162370,10/2023,964,YES,2,1049,01/2013,2013,No
1050,0,Visa,Credit,4498319484048588,08/2016,282,YES,2,1050,05/2016,2016,No
1050,1,Mastercard,Debit,5909552342193744,12/2021,675,YES,1,1050,02/2018,2018,No
1050,2,Mastercard,Debit,5494745672321744,05/2021,61,YES,2,1050,02/2010,2010,No
1051,0,Discover,Credit,6130054955952438,10/2022,970,YES,1,1051,02/2020,2020,No
1052,0,Visa,Debit,4852239481506092,11/2012,226,NO,1,1052,10/2010,2010,No
1052,1,Discover,Credit,6172129329668613,10/2024,585,YES,1,1052,07/2001,2007,No
1052,2,Mastercard,Debit (Prepaid),5821558147911214,10/2020,558,YES,1,1052,09/2009,2009,No
1052,3,Visa,Debit,4643281848838061,02/2021,413,YES,1,1052,03/2005,2007,No
1053,0,Visa,Credit,4086497597276972,03/2021,383,YES,2,1053,01/2010,2010,No
1053,1,Visa,Debit (Prepaid),4841317910712429,02/2022,858,YES,1,1053,01/2020,2020,No
1054,0,Mastercard,Debit,5153811866078718,01/2017,115,YES,2,1054,06/2009,2017,No
1054,1,Mastercard,Debit,5514582408709018,04/2021,117,YES,1,1054,01/2020,2020,No
1054,2,Visa,Debit,4456142342115909,03/2023,189,YES,2,1054,01/2020,2020,No
1055,0,Amex,Credit,344844394968700,12/2020,973,YES,1,1055,02/2020,2020,No
1055,1,Visa,Debit,4061650049353084,12/2021,542,YES,2,1055,01/2020,2020,No
1056,0,Mastercard,Debit (Prepaid),5874995941788498,06/2022,595,YES,1,1056,11/2012,2012,No
1056,1,Mastercard,Debit,5757503231654928,07/2021,514,YES,1,1056,06/2012,2012,No
1057,0,Mastercard,Debit,5128394597214303,04/2011,984,YES,2,1057,12/2005,2005,No
1057,1,Mastercard,Debit,5013050025628156,10/2021,272,YES,2,1057,06/1998,2016,No
1058,0,Visa,Debit,4683799898016256,09/2021,938,NO,2,1058,06/2015,2015,No
1058,1,Visa,Credit,4591328314306371,11/2020,252,YES,1,1058,02/2020,2020,No
1059,0,Visa,Debit,4130167694765134,06/2024,299,YES,1,1059,06/2009,2009,No
1059,1,Mastercard,Debit,5123318890212912,10/2013,821,YES,1,1059,05/1999,2010,No
1059,2,Mastercard,Credit,5719709279353504,07/2020,403,YES,1,1059,05/1999,2012,No
1059,3,Visa,Debit,4963194250583008,09/2023,150,YES,2,1059,12/2008,2017,No
1060,0,Amex,Credit,398638761436555,01/2021,177,YES,2,1060,10/2010,2011,No
1060,1,Mastercard,Debit,5945807507752763,08/2022,282,YES,2,1060,12/2001,2010,No
1060,2,Mastercard,Debit,5228524583663222,06/2023,720,YES,2,1060,03/2001,2011,No
1060,3,Discover,Credit,6151262896814388,10/2022,10,YES,2,1060,10/1998,2005,No
1060,4,Mastercard,Credit,5824671780662841,05/2022,554,YES,1,1060,03/2006,2012,No
1061,0,Mastercard,Debit,5397488043496245,10/2020,915,YES,2,1061,03/2009,2009,No
1061,1,Visa,Debit,4003397958786978,05/2021,994,YES,2,1061,01/2015,2015,No
1061,2,Visa,Debit,4345910488111903,02/2020,867,YES,1,1061,06/2012,2012,No
1061,3,Visa,Debit,4169464534562522,09/2021,770,YES,2,1061,04/2014,2014,No
1061,4,Mastercard,Credit,5242288844676225,05/2020,740,YES,1,1061,12/2007,2016,No
1062,0,Amex,Credit,309312757333159,05/2015,253,YES,1,1062,06/2000,2013,No
1062,1,Visa,Debit,4547819605508075,06/2024,410,YES,1,1062,09/2008,2008,No
1062,2,Visa,Credit,4285723805461636,05/2024,282,YES,2,1062,05/2008,2009,No
1062,3,Visa,Debit (Prepaid),4505985086777391,06/2019,675,YES,2,1062,03/2019,2019,No
1062,4,Mastercard,Debit,5610643638268100,10/2021,739,YES,1,1062,02/2004,2011,No
1062,5,Mastercard,Debit,5972507233494518,02/2020,29,YES,2,1062,08/2019,2019,No
1062,6,Visa,Credit,4807938969312222,10/2021,158,YES,1,1062,11/2011,2011,No
1063,0,Mastercard,Credit,5595124692967493,01/2023,474,NO,2,1063,10/2010,2010,No
1063,1,Visa,Credit,4552564122869013,04/2024,816,YES,2,1063,09/2012,2012,No
1063,2,Mastercard,Credit,5374521575849221,12/2023,720,YES,1,1063,12/2008,2009,No
1063,3,Visa,Credit,4913659581054321,08/2020,55,YES,1,1063,03/2013,2013,No
1063,4,Amex,Credit,358698367361738,11/2023,803,YES,2,1063,06/2007,2017,No
1064,0,Mastercard,Debit,5247241630893016,02/2020,285,YES,2,1064,06/2011,2011,No
1064,1,Amex,Credit,363194829032279,09/2021,307,NO,1,1064,12/1997,2009,No
1064,2,Visa,Debit,4348922167384229,06/2022,256,YES,2,1064,01/2010,2014,No
1064,3,Mastercard,Debit,5813126802246388,12/2022,390,YES,2,1064,09/2004,2010,No
1064,4,Amex,Credit,355893231059855,11/2020,374,YES,2,1064,02/1998,2010,No
1064,5,Mastercard,Credit,5937483494199250,09/2020,651,YES,1,1064,03/2002,2018,No
1064,6,Mastercard,Credit,5696507697447293,10/2021,829,YES,2,1064,12/2005,2009,No
1065,0,Mastercard,Credit,5202407614887772,11/2020,17,YES,2,1065,08/2013,2013,No
1065,1,Visa,Debit (Prepaid),4805717527228441,04/2020,689,YES,2,1065,10/2018,2018,No
1066,0,Visa,Credit,4846880896921020,09/2011,89,YES,1,1066,08/2010,2010,No
1066,1,Mastercard,Debit,5342017674521143,08/2024,200,YES,2,1066,01/2009,2009,No
1066,2,Amex,Credit,342127756889068,04/2020,505,YES,1,1066,02/2003,2013,No
1066,3,Visa,Credit,4998523019501501,03/2024,730,YES,1,1066,11/2008,2008,No
1067,0,Mastercard,Credit,5990870436342591,12/2022,373,YES,2,1067,03/2007,2010,No
1068,0,Visa,Debit,4072906383807827,08/2021,134,YES,2,1068,01/2020,2020,No
1069,0,Visa,Credit,4896740019424793,02/2023,107,YES,2,1069,11/1996,2014,No
1069,1,Mastercard,Debit,5527540454179734,09/2023,594,YES,2,1069,06/2010,2014,No
1069,2,Visa,Debit,4084744531899336,08/2022,22,YES,1,1069,08/2008,2008,No
1069,3,Mastercard,Debit,5573928816931767,11/2020,814,YES,2,1069,07/2006,2013,No
1070,0,Visa,Debit,4736166071228961,10/2020,535,YES,1,1070,02/2020,2020,No
1070,1,Visa,Debit,4043193069414737,09/2021,859,NO,1,1070,02/2020,2020,No
1071,0,Visa,Debit,4549207388694992,07/2020,454,YES,2,1071,12/2002,2010,No
1072,0,Mastercard,Debit,5800282249045735,08/2017,159,YES,2,1072,08/2014,2014,No
1072,1,Visa,Credit,4500413559560458,09/2012,772,YES,2,1072,09/2011,2013,No
1072,2,Discover,Credit,6910507672679889,11/2022,303,YES,1,1072,02/2020,2020,No
1073,0,Mastercard,Debit (Prepaid),5359728537890316,10/2008,268,YES,2,1073,08/2008,2008,No
1073,1,Mastercard,Debit (Prepaid),5525521386256143,11/2016,10,YES,2,1073,06/2006,2013,No
1073,2,Visa,Credit,4261459508856281,03/2024,100,NO,1,1073,02/2020,2020,No
1074,0,Visa,Credit,4733101280516220,10/2021,91,YES,2,1074,10/2007,2007,No
1074,1,Mastercard,Debit,5182798655253669,02/2022,237,YES,1,1074,04/2012,2012,No
1075,0,Visa,Debit,4170281671173425,09/2023,374,YES,1,1075,11/2011,2011,No
1075,1,Mastercard,Debit,5090352145878323,09/2024,699,NO,2,1075,01/2010,2019,No
1075,2,Mastercard,Debit,5697088180898071,03/2008,622,YES,1,1075,09/2004,2009,No
1075,3,Mastercard,Credit,5190258026083823,12/2020,16,YES,2,1075,06/2003,2008,No
1075,4,Visa,Debit,4513747100786400,11/2023,697,YES,1,1075,03/2012,2012,No
1076,0,Mastercard,Credit,5425086965050395,07/2022,286,YES,1,1076,06/2015,2015,No
1077,0,Mastercard,Debit,5293577583483472,12/2021,468,NO,2,1077,02/2010,2010,No
1077,1,Visa,Debit,4905889899631048,01/2020,87,YES,2,1077,01/2007,2012,No
1077,2,Mastercard,Credit,5312371772380380,05/2020,749,YES,1,1077,02/2017,2017,No
1077,3,Visa,Credit,4205841889242536,09/2007,193,NO,2,1077,10/2006,2012,No
1078,0,Mastercard,Debit,5768034144342998,09/2024,339,YES,2,1078,03/2008,2008,No
1078,1,Amex,Credit,375781387847037,09/2021,910,YES,1,1078,06/2011,2011,No
1078,2,Mastercard,Debit,5422477428882353,01/2023,49,YES,2,1078,09/2009,2011,No
1079,0,Visa,Debit,4022388623982220,09/2009,297,YES,2,1079,08/2009,2009,No
1079,1,Mastercard,Debit,5892815616421272,02/2020,831,YES,2,1079,01/2018,2018,No
1079,2,Mastercard,Debit (Prepaid),5936702504666287,07/2010,175,YES,2,1079,11/2009,2009,No
1079,3,Mastercard,Credit,5172991779853899,11/2024,993,YES,1,1079,03/2009,2010,No
1079,4,Visa,Debit (Prepaid),4445518698030679,03/2024,772,YES,2,1079,07/2007,2014,No
1079,5,Mastercard,Credit,5296450786659328,06/2020,567,YES,2,1079,08/2017,2017,No
1080,0,Mastercard,Debit,5412731781518758,05/2018,599,YES,2,1080,04/2000,2008,No
1081,0,Visa,Credit,4942437694778245,10/2020,805,NO,2,1081,01/2008,2011,No
1081,1,Mastercard,Debit,5587024233247132,11/2022,531,YES,2,1081,02/2010,2012,No
1081,2,Mastercard,Debit (Prepaid),5959812127527703,09/2021,122,NO,2,1081,05/2005,2013,No
1081,3,Mastercard,Debit,5736162855690730,12/2024,93,YES,3,1081,04/2003,2011,No
1081,4,Mastercard,Debit,5554908163647067,09/2023,289,YES,2,1081,04/1997,2012,No
1081,5,Mastercard,Debit (Prepaid),5870295343668374,12/2022,16,YES,2,1081,09/2009,2016,No
1082,0,Visa,Credit,4718480260665073,07/2020,909,YES,1,1082,12/2010,2011,No
1082,1,Mastercard,Debit,5871278934255113,02/2020,101,YES,1,1082,02/2020,2020,No
1082,2,Discover,Credit,6513518494320521,05/2023,191,YES,2,1082,02/2020,2020,No
1083,0,Visa,Credit,4997594823384918,10/2021,0,YES,2,1083,01/2011,2011,No
1084,0,Mastercard,Debit,5209218070425035,09/2020,25,YES,1,1084,10/2007,2015,No
1085,0,Mastercard,Debit,5770262844753641,02/2020,717,YES,2,1085,04/2014,2014,No
1085,1,Visa,Debit,4825679880273598,07/2024,133,YES,1,1085,07/2005,2008,No
1085,2,Discover,Credit,6994217664929322,11/2022,198,NO,1,1085,10/2001,2009,No
1086,0,Mastercard,Debit,5136583159442030,07/2019,321,YES,1,1086,04/2011,2011,No
1086,1,Mastercard,Debit (Prepaid),5855459575617149,07/2017,547,NO,1,1086,10/2008,2009,No
1086,2,Visa,Debit,4526531668861041,12/2021,422,YES,1,1086,01/2013,2013,No
1087,0,Mastercard,Debit,5489916459927550,09/2021,425,YES,2,1087,12/2007,2011,No
1088,0,Visa,Credit,4576167031845753,10/2015,540,YES,1,1088,09/2009,2009,No
1088,1,Visa,Debit,4341601262077056,01/2022,511,YES,2,1088,03/2007,2007,No
1088,2,Mastercard,Debit,5530247037796971,10/2024,398,YES,2,1088,07/2001,2006,No
1089,0,Mastercard,Debit (Prepaid),5722130479224541,05/2020,447,YES,1,1089,06/2009,2012,No
1089,1,Visa,Debit,4260770454530847,10/2023,303,YES,1,1089,02/2020,2020,No
1089,2,Mastercard,Debit (Prepaid),5596764819382871,01/2020,26,YES,1,1089,11/2018,2018,No
1089,3,Visa,Debit (Prepaid),4611045541819658,01/2024,73,YES,1,1089,10/2008,2008,No
1090,0,Mastercard,Debit,5864678527405060,02/2016,209,YES,2,1090,11/2001,2014,No
1090,1,Mastercard,Credit,5309806228982693,11/2015,888,YES,2,1090,02/2013,2013,No
1091,0,Visa,Debit,4090974875409305,11/2021,478,YES,2,1091,02/2010,2010,No
1091,1,Mastercard,Credit,5146631536689214,07/2020,498,YES,2,1091,10/2003,2010,No
1092,0,Mastercard,Debit,5902106574231833,07/2021,726,YES,2,1092,09/2008,2015,No
1092,1,Visa,Debit,4088009907063244,01/2021,841,YES,2,1092,11/2009,2011,No
1092,2,Visa,Debit,4613081576154866,05/2020,531,NO,2,1092,06/2009,2013,No
1093,0,Mastercard,Debit (Prepaid),5854434366617595,02/2020,685,YES,1,1093,08/2012,2012,No
1093,1,Visa,Debit,4986472355842402,04/2014,877,YES,1,1093,10/2013,2013,No
1094,0,Visa,Debit,4983067178659303,12/2024,920,NO,2,1094,03/2010,2010,No
1095,0,Mastercard,Debit,5835652546947839,12/2024,163,YES,1,1095,10/2011,2011,No
1095,1,Mastercard,Debit,5052894179039690,01/2024,604,YES,1,1095,12/2010,2010,No
1095,2,Mastercard,Debit,5407600934550843,02/2020,335,YES,2,1095,09/2011,2011,No
1096,0,Visa,Credit,4422778420591987,02/2014,40,NO,2,1096,09/2009,2009,No
1096,1,Mastercard,Credit,5464567834760933,04/2017,217,YES,1,1096,05/1997,2007,No
1096,2,Visa,Debit,4680252687248203,04/2024,33,YES,2,1096,10/2008,2014,No
1096,3,Mastercard,Debit (Prepaid),5824072261463088,12/2020,574,YES,1,1096,10/1999,2017,No
1096,4,Mastercard,Debit,5387283225052992,11/2011,236,YES,1,1096,07/2011,2017,No
1096,5,Visa,Debit,4123003512524806,01/2023,338,YES,1,1096,05/2006,2009,No
1097,0,Visa,Debit,4569944754910437,10/2022,19,YES,2,1097,02/2013,2013,No
1097,1,Mastercard,Credit,5692954458453302,09/2021,528,YES,1,1097,03/2008,2014,No
1097,2,Visa,Debit,4262606931655715,01/2021,44,YES,2,1097,04/2002,2013,No
1098,0,Visa,Credit,4742225389926537,08/2024,690,YES,1,1098,08/2006,2017,No
1098,1,Mastercard,Credit,5052795584928351,07/2018,868,YES,1,1098,06/2014,2014,No
1098,2,Visa,Debit,4906697568806155,04/2014,115,YES,2,1098,02/2011,2011,No
1098,3,Visa,Debit,4828053261714296,03/2008,747,NO,1,1098,02/2001,2011,No
1098,4,Visa,Debit,4838741431544661,06/2024,808,YES,1,1098,07/2010,2010,No
1098,5,Visa,Credit,4293283293714115,10/2010,346,NO,2,1098,04/2000,2007,No
1098,6,Mastercard,Debit,5084262281266937,10/2010,599,YES,2,1098,02/2006,2012,No
1098,7,Mastercard,Credit,5806194988137545,10/2021,655,YES,2,1098,06/2011,2011,No
1099,0,Amex,Credit,313591301980634,02/2020,696,YES,2,1099,02/2020,2020,No
1099,1,Visa,Debit,4848365658346021,04/2024,472,YES,1,1099,06/2018,2018,No
1099,2,Mastercard,Debit,5215179642753327,06/2021,991,YES,2,1099,07/2012,2012,No
1099,3,Visa,Credit,4898915603819946,06/2020,656,YES,1,1099,09/2003,2011,No
1100,0,Amex,Credit,338079292992360,04/2023,676,YES,1,1100,04/2004,2009,No
1100,1,Mastercard,Credit,5557818075031918,01/2021,978,YES,2,1100,01/2004,2008,No
1100,2,Mastercard,Credit,5368997770474837,11/2024,813,YES,1,1100,02/2009,2013,No
1101,0,Mastercard,Debit,5461853964107432,10/2020,157,YES,1,1101,10/2017,2017,No
1101,1,Visa,Debit,4982128140473182,06/2020,133,YES,1,1101,11/2004,2008,No
1101,2,Mastercard,Debit,5735308019363324,02/2024,502,YES,1,1101,06/2006,2006,No
1101,3,Mastercard,Debit (Prepaid),5287850605380294,05/2020,507,YES,1,1101,02/2020,2020,No
1101,4,Visa,Debit,4198976754515199,02/2023,970,YES,1,1101,12/2011,2012,No
1101,5,Visa,Debit,4714171193381622,11/2024,214,YES,1,1101,06/2007,2009,No
1101,6,Visa,Credit,4845860911762398,12/2023,234,YES,1,1101,09/2004,2012,No
1102,0,Mastercard,Debit,5445576229804926,11/2021,764,YES,1,1102,02/2018,2018,No
1102,1,Visa,Debit,4127768354829504,04/2020,462,YES,1,1102,01/2011,2011,No
1102,2,Amex,Credit,388934759336158,12/2024,161,YES,1,1102,07/2005,2012,No
